asset_id,department,section_id,division,asset_type,defect_type,defect_severity,days_overdue,due_date,estimated_block_duration_hours,repeat_defect_count,sla_flag,asset_criticality_class,safety_risk_flag,priority_score
TRK-SEC-02-0179,Engineering,SEC-02,Ambala,Weld,Formation/Subgrade Defect,Minor,1,2026-08-28,1.8,3,False,Trunk Route,False,28.2
TRK-SEC-01-0180,Engineering,SEC-01,Ambala,Track Geometry,Track Geometry - Unevenness,Critical,28,2026-08-01,4.9,0,True,Trunk Route,True,88.7
TRK-SEC-08-0181,Engineering,SEC-08,Firozpur,Formation,Ballast Deficiency,Minor,9,2026-08-20,1.7,0,False,Trunk Route,False,23.5
TRK-SEC-05-0182,Engineering,SEC-05,Moradabad,Rail,Gauge Widening,Major,18,2026-08-11,2.3,0,False,Branch Line,True,55.0
TRK-SEC-05-0183,Engineering,SEC-05,Moradabad,Weld,Weld Defect,Minor,4,2026-08-25,1.4,2,False,Branch Line,False,21.8
TRK-SEC-08-0184,Engineering,SEC-08,Firozpur,Rail,Gauge Widening,Major,-3,2026-09-01,4.1,2,False,Branch Line,False,29.7
TRK-SEC-05-0185,Engineering,SEC-05,Moradabad,Rail,Track Geometry - Twist,Minor,7,2026-08-22,2.4,0,False,Branch Line,False,17.2
TRK-SEC-03-0186,Engineering,SEC-03,Delhi,Track Geometry,Track Geometry - Unevenness,Major,6,2026-08-23,3.5,1,False,Branch Line,False,30.3
TRK-SEC-02-0187,Engineering,SEC-02,Ambala,Track Geometry,Weld Defect,Critical,35,2026-07-25,5.6,2,True,Branch Line,True,91.7
TRK-SEC-03-0188,Engineering,SEC-03,Delhi,Track Geometry,Track Geometry - Unevenness,Minor,-1,2026-08-30,2.3,1,False,Branch Line,False,15.8
TRK-SEC-03-0189,Engineering,SEC-03,Delhi,Weld,Ballast Deficiency,Major,-4,2026-09-02,4.7,0,False,Trunk Route,False,28.0
TRK-SEC-04-0190,Engineering,SEC-04,Delhi,Track Geometry,Gauge Widening,Major,4,2026-08-25,4.8,0,False,Branch Line,False,25.7
TRK-SEC-03-0191,Engineering,SEC-03,Delhi,Track Geometry,Track Geometry - Unevenness,Minor,-13,2026-09-11,2.2,0,False,Trunk Route,False,17.5
TRK-SEC-03-0192,Engineering,SEC-03,Delhi,Rail,Weld Defect,Minor,4,2026-08-25,2.4,2,False,Trunk Route,False,26.8
TRK-SEC-01-0193,Engineering,SEC-01,Ambala,Rail,Formation/Subgrade Defect,Minor,-7,2026-09-05,2.5,2,False,Branch Line,False,19.2
TRK-SEC-05-0194,Engineering,SEC-05,Moradabad,Rail,Rail Fracture,Minor,-8,2026-09-06,1.6,1,False,Branch Line,False,15.8
TRK-SEC-03-0195,Engineering,SEC-03,Delhi,Ballast,Ballast Deficiency,Major,1,2026-08-28,3.5,0,False,Trunk Route,True,48.7
TRK-SEC-07-0196,Engineering,SEC-07,Firozpur,Formation,Weld Defect,Critical,40,2026-07-20,5.5,0,True,Trunk Route,True,90.0
TRK-SEC-05-0197,Engineering,SEC-05,Moradabad,Formation,Track Geometry - Twist,Major,-4,2026-09-02,2.4,1,False,Branch Line,True,46.3
TRK-SEC-03-0198,Engineering,SEC-03,Delhi,Track Geometry,Formation/Subgrade Defect,Minor,8,2026-08-21,2.9,2,False,Trunk Route,False,29.5
TRK-SEC-08-0199,Engineering,SEC-08,Firozpur,Weld,Ballast Deficiency,Minor,-13,2026-09-11,2.0,2,False,Branch Line,False,19.2
TRK-SEC-01-0200,Engineering,SEC-01,Ambala,Rail,Rail Wear,Critical,35,2026-07-25,6.0,1,True,Trunk Route,True,93.3
TRK-SEC-03-0201,Engineering,SEC-03,Delhi,Track Geometry,Track Geometry - Twist,Minor,9,2026-08-20,2.5,1,False,Trunk Route,False,26.8
TRK-SEC-06-0202,Engineering,SEC-06,Moradabad,Track Geometry,Weld Defect,Minor,1,2026-08-28,1.1,0,False,Branch Line,False,13.2
TRK-SEC-03-0203,Engineering,SEC-03,Delhi,Weld,Rail Wear,Minor,10,2026-08-19,1.8,0,False,Branch Line,False,19.2
TRK-SEC-01-0204,Engineering,SEC-01,Ambala,Weld,Track Geometry - Unevenness,Critical,26,2026-08-03,4.5,2,True,Branch Line,True,89.0
TRK-SEC-06-0205,Engineering,SEC-06,Moradabad,Track Geometry,Formation/Subgrade Defect,Minor,-3,2026-09-01,1.6,1,False,Branch Line,False,15.8
TRK-SEC-05-0206,Engineering,SEC-05,Moradabad,Rail,Formation/Subgrade Defect,Major,5,2026-08-24,2.0,0,False,Branch Line,False,26.3
TRK-SEC-05-0207,Engineering,SEC-05,Moradabad,Track Geometry,Formation/Subgrade Defect,Minor,9,2026-08-20,2.6,0,False,Trunk Route,False,23.5
TRK-SEC-03-0208,Engineering,SEC-03,Delhi,Weld,Rail Fracture,Minor,9,2026-08-20,2.4,1,False,Trunk Route,False,26.8
TRK-SEC-02-0209,Engineering,SEC-02,Ambala,Track Geometry,Formation/Subgrade Defect,Major,8,2026-08-21,3.3,0,False,Trunk Route,True,53.3
TRK-SEC-01-0210,Engineering,SEC-01,Ambala,Ballast,Track Geometry - Unevenness,Minor,2,2026-08-27,2.0,0,False,Branch Line,False,13.8
TRK-SEC-08-0211,Engineering,SEC-08,Firozpur,Weld,Track Geometry - Twist,Minor,-4,2026-09-02,1.7,0,False,Branch Line,False,12.5
TRK-SEC-05-0212,Engineering,SEC-05,Moradabad,Formation,Ballast Deficiency,Minor,-6,2026-09-04,1.4,1,False,Trunk Route,False,20.8
TRK-SEC-08-0213,Engineering,SEC-08,Firozpur,Track Geometry,Rail Wear,Major,20,2026-08-09,4.8,1,False,Branch Line,False,39.7
TRK-SEC-07-0214,Engineering,SEC-07,Firozpur,Rail,Ballast Deficiency,Minor,10,2026-08-19,2.9,0,False,Trunk Route,False,24.2
TRK-SEC-08-0215,Engineering,SEC-08,Firozpur,Ballast,Track Geometry - Unevenness,Minor,-9,2026-09-07,2.5,1,False,Branch Line,False,15.8
TRK-SEC-02-0216,Engineering,SEC-02,Ambala,Rail,Weld Defect,Minor,-8,2026-09-06,2.2,0,False,Trunk Route,False,17.5
TRK-SEC-07-0217,Engineering,SEC-07,Firozpur,Weld,Rail Wear,Major,16,2026-08-13,3.4,0,False,Trunk Route,False,38.7
TRK-SEC-08-0218,Engineering,SEC-08,Firozpur,Rail,Track Geometry - Twist,Major,4,2026-08-25,2.6,1,False,Trunk Route,True,54.0
TRK-SEC-01-0219,Engineering,SEC-01,Ambala,Formation,Formation/Subgrade Defect,Minor,-10,2026-09-08,1.4,1,False,Trunk Route,False,20.8
TRK-SEC-03-0220,Engineering,SEC-03,Delhi,Track Geometry,Weld Defect,Minor,-6,2026-09-04,2.9,2,False,Trunk Route,False,24.2
