asset_id,department,section_id,division,asset_type,defect_type,defect_severity,days_overdue,due_date,estimated_block_duration_hours,repeat_defect_count,sla_flag,asset_criticality_class,safety_risk_flag,priority_score,source_system
OHE-SEC-04-0027,Traction Distribution,SEC-04,Delhi,Dropper,Feeder Fault,Major,0,2026-08-29,2.6,2,False,Branch Line,True,49.7,TDMS
TRK-SEC-01-0086,Engineering,SEC-01,Ambala,Track Geometry,Rail Fracture,Critical,6,2026-08-23,7.8,0,True,Branch Line,False,49.0,TMS
TRK-SEC-05-0046,Engineering,SEC-05,Moradabad,Track Geometry,Ballast Deficiency,Major,4,2026-08-25,4.5,1,False,Branch Line,True,49.0,TMS
OHE-SEC-04-0020,Traction Distribution,SEC-04,Delhi,Traction Substation,Tension Length Deviation,Minor,2,2026-08-27,0.7,0,True,Trunk Route,True,48.8,TDMS
OHE-SEC-02-0101,Traction Distribution,SEC-02,Ambala,Feeder,Insulator Damage,Major,1,2026-08-28,1.1,0,False,Trunk Route,True,48.7,TDMS
SIG-SEC-03-0072,Signal & Telecom,SEC-03,Delhi,Cable,Relay Failure,Major,1,2026-08-28,2.1,0,False,Trunk Route,True,48.7,SMMS
TRK-SEC-03-0195,Engineering,SEC-03,Delhi,Ballast,Ballast Deficiency,Major,1,2026-08-28,3.5,0,False,Trunk Route,True,48.7,TMS
SIG-SEC-05-0053,Signal & Telecom,SEC-05,Moradabad,Interlocking,Interlocking Fault,Major,11,2026-08-18,2.7,1,True,Trunk Route,False,48.7,SMMS
TRK-SEC-03-0087,Engineering,SEC-03,Delhi,Formation,Weld Defect,Major,3,2026-08-26,4.0,1,False,Branch Line,True,48.3,TMS
TRK-SEC-01-0022,Engineering,SEC-01,Ambala,Weld,Rail Wear,Major,-2,2026-08-31,3.0,0,False,Trunk Route,True,48.0,TMS
OHE-SEC-03-0061,Traction Distribution,SEC-03,Delhi,Dropper,Feeder Fault,Major,-4,2026-09-02,1.7,0,False,Trunk Route,True,48.0,TDMS
SIG-SEC-03-0004,Signal & Telecom,SEC-03,Delhi,Interlocking,Cable Insulation Fault,Major,-4,2026-09-02,1.1,0,False,Trunk Route,True,48.0,SMMS
OHE-SEC-08-0005,Traction Distribution,SEC-08,Firozpur,OHE Wire,Traction Substation Fault,Major,-1,2026-08-30,1.5,0,False,Trunk Route,True,48.0,TDMS
SIG-SEC-07-0017,Signal & Telecom,SEC-07,Firozpur,Interlocking,Interlocking Fault,Major,-5,2026-09-03,2.3,0,False,Trunk Route,True,48.0,SMMS
SIG-SEC-02-0163,Signal & Telecom,SEC-02,Ambala,Axle Counter,Block Instrument Fault,Critical,4,2026-08-25,2.3,0,True,Branch Line,False,47.7,SMMS
SIG-SEC-04-0144,Signal & Telecom,SEC-04,Delhi,Signal,Axle Counter Fault,Major,7,2026-08-22,3.6,0,False,Branch Line,True,47.7,SMMS
TRK-SEC-02-0034,Engineering,SEC-02,Ambala,Ballast,Track Geometry - Unevenness,Minor,-14,2026-09-12,2.7,3,False,Trunk Route,True,47.5,TMS
TRK-SEC-04-0074,Engineering,SEC-04,Delhi,Formation,Gauge Widening,Major,19,2026-08-10,4.2,2,False,Trunk Route,False,47.3,TMS
TRK-SEC-08-0118,Engineering,SEC-08,Firozpur,Ballast,Rail Fracture,Major,6,2026-08-23,2.7,0,False,Branch Line,True,47.0,TMS
TRK-SEC-06-0138,Engineering,SEC-06,Moradabad,Formation,Rail Fracture,Major,16,2026-08-13,2.8,1,True,Branch Line,False,47.0,TMS
SIG-SEC-02-0005,Signal & Telecom,SEC-02,Ambala,Cable,Relay Failure,Major,13,2026-08-16,1.3,0,True,Trunk Route,False,46.7,SMMS
TRK-SEC-01-0109,Engineering,SEC-01,Ambala,Ballast,Ballast Deficiency,Major,13,2026-08-16,3.3,0,True,Trunk Route,False,46.7,TMS
OHE-SEC-01-0036,Traction Distribution,SEC-01,Ambala,Traction Substation,Dropper Defect,Major,13,2026-08-16,3.3,3,False,Trunk Route,False,46.7,TDMS
SIG-SEC-05-0074,Signal & Telecom,SEC-05,Moradabad,Signal,Point Machine Failure,Minor,1,2026-08-28,1.2,1,True,Branch Line,True,46.5,SMMS
TRK-SEC-05-0060,Engineering,SEC-05,Moradabad,Formation,Gauge Widening,Major,5,2026-08-24,2.6,0,False,Branch Line,True,46.3,TMS
TRK-SEC-05-0033,Engineering,SEC-05,Moradabad,Ballast,Rail Fracture,Major,5,2026-08-24,2.6,0,False,Branch Line,True,46.3,TMS
TRK-SEC-05-0197,Engineering,SEC-05,Moradabad,Formation,Track Geometry - Twist,Major,-4,2026-09-02,2.4,1,False,Branch Line,True,46.3,TMS
SIG-SEC-05-0108,Signal & Telecom,SEC-05,Moradabad,Interlocking,Level Crossing Gate Fault,Major,-3,2026-09-01,1.9,1,False,Branch Line,True,46.3,SMMS
OHE-SEC-06-0034,Traction Distribution,SEC-06,Moradabad,OHE Wire,Earthing Fault,Major,12,2026-08-17,3.2,0,True,Trunk Route,False,46.0,TDMS
SIG-SEC-02-0034,Signal & Telecom,SEC-02,Ambala,Signal,Point Machine Failure,Minor,-8,2026-09-06,1.4,1,True,Branch Line,True,45.8,SMMS
TRK-SEC-07-0003,Engineering,SEC-07,Firozpur,Ballast,Gauge Widening,Major,20,2026-08-09,3.8,1,False,Trunk Route,False,44.7,TMS
TRK-SEC-04-0008,Engineering,SEC-04,Delhi,Rail,Track Geometry - Twist,Major,15,2026-08-14,3.1,2,False,Trunk Route,False,44.7,TMS
SIG-SEC-02-0097,Signal & Telecom,SEC-02,Ambala,Cable,Relay Failure,Major,-3,2026-09-01,2.4,2,True,Trunk Route,False,44.7,SMMS
SIG-SEC-06-0091,Signal & Telecom,SEC-06,Moradabad,Axle Counter,Level Crossing Gate Fault,Major,14,2026-08-15,1.2,2,False,Trunk Route,False,44.0,SMMS
TRK-SEC-07-0056,Engineering,SEC-07,Firozpur,Ballast,Gauge Widening,Minor,7,2026-08-22,2.2,2,False,Branch Line,True,43.8,TMS
OHE-SEC-01-0120,Traction Distribution,SEC-01,Ambala,Traction Substation,Earthing Fault,Major,1,2026-08-28,3.0,0,False,Branch Line,True,43.7,TDMS
TRK-SEC-01-0156,Engineering,SEC-01,Ambala,Weld,Track Geometry - Unevenness,Major,1,2026-08-28,2.5,0,False,Branch Line,True,43.7,TMS
OHE-SEC-06-0022,Traction Distribution,SEC-06,Moradabad,Earthing System,Insulator Damage,Major,15,2026-08-14,3.3,0,True,Branch Line,False,43.0,TDMS
OHE-SEC-07-0104,Traction Distribution,SEC-07,Firozpur,Earthing System,Feeder Fault,Major,-2,2026-08-31,1.2,0,False,Branch Line,True,43.0,TDMS
OHE-SEC-04-0113,Traction Distribution,SEC-04,Delhi,Switching Post,Feeder Fault,Major,0,2026-08-29,1.4,0,False,Branch Line,True,43.0,TDMS
SIG-SEC-04-0161,Signal & Telecom,SEC-04,Delhi,Cable,Point Machine Failure,Major,15,2026-08-14,1.4,3,False,Branch Line,False,43.0,SMMS
SIG-SEC-02-0083,Signal & Telecom,SEC-02,Ambala,Level Crossing Gate,Interlocking Fault,Major,7,2026-08-22,1.1,3,False,Trunk Route,False,42.7,SMMS
TRK-SEC-07-0158,Engineering,SEC-07,Firozpur,Rail,Rail Wear,Major,17,2026-08-12,2.5,1,False,Trunk Route,False,42.7,TMS
OHE-SEC-03-0087,Traction Distribution,SEC-03,Delhi,Feeder,Insulator Damage,Minor,-9,2026-09-07,1.4,0,True,Branch Line,True,42.5,TDMS
OHE-SEC-05-0011,Traction Distribution,SEC-05,Moradabad,Traction Substation,Traction Substation Fault,Minor,-13,2026-09-11,0.6,3,False,Branch Line,True,42.5,TDMS
TRK-SEC-05-0153,Engineering,SEC-05,Moradabad,Weld,Ballast Deficiency,Major,14,2026-08-15,4.6,0,True,Branch Line,False,42.3,TMS
TRK-SEC-08-0069,Engineering,SEC-08,Firozpur,Ballast,Track Geometry - Unevenness,Major,14,2026-08-15,3.4,0,True,Branch Line,False,42.3,TMS
OHE-SEC-06-0079,Traction Distribution,SEC-06,Moradabad,Dropper,Earthing Fault,Major,6,2026-08-23,2.0,3,False,Trunk Route,False,42.0,TDMS
OHE-SEC-07-0136,Traction Distribution,SEC-07,Firozpur,Earthing System,OHE Wire Wear,Minor,6,2026-08-23,1.3,0,False,Trunk Route,True,41.5,TDMS
OHE-SEC-04-0081,Traction Distribution,SEC-04,Delhi,Traction Substation,Feeder Fault,Major,15,2026-08-14,1.1,1,False,Trunk Route,False,41.3,TDMS
OHE-SEC-06-0016,Traction Distribution,SEC-06,Moradabad,Switching Post,Insulator Damage,Major,12,2026-08-17,2.8,3,False,Branch Line,False,41.0,TDMS
TRK-SEC-01-0151,Engineering,SEC-01,Ambala,Ballast,Rail Wear,Major,9,2026-08-20,3.3,2,False,Trunk Route,False,40.7,TMS
SIG-SEC-07-0132,Signal & Telecom,SEC-07,Firozpur,Cable,Level Crossing Gate Fault,Major,13,2026-08-16,2.6,1,False,Trunk Route,False,40.0,SMMS
TRK-SEC-01-0123,Engineering,SEC-01,Ambala,Formation,Formation/Subgrade Defect,Major,18,2026-08-11,2.2,0,False,Trunk Route,False,40.0,TMS
TRK-SEC-08-0213,Engineering,SEC-08,Firozpur,Track Geometry,Rail Wear,Major,20,2026-08-09,4.8,1,False,Branch Line,False,39.7,TMS
TRK-SEC-07-0217,Engineering,SEC-07,Firozpur,Weld,Rail Wear,Major,16,2026-08-13,3.4,0,False,Trunk Route,False,38.7,TMS
TRK-SEC-03-0094,Engineering,SEC-03,Delhi,Ballast,Rail Wear,Major,11,2026-08-18,4.8,1,False,Trunk Route,False,38.7,TMS
TRK-SEC-03-0103,Engineering,SEC-03,Delhi,Track Geometry,Rail Wear,Major,16,2026-08-13,3.2,0,False,Trunk Route,False,38.7,TMS
TRK-SEC-02-0157,Engineering,SEC-02,Ambala,Track Geometry,Track Geometry - Unevenness,Major,11,2026-08-18,4.4,1,False,Trunk Route,False,38.7,TMS
SIG-SEC-03-0050,Signal & Telecom,SEC-03,Delhi,Point Machine,Level Crossing Gate Fault,Major,8,2026-08-21,2.5,3,False,Branch Line,False,38.3,SMMS
TRK-SEC-06-0044,Engineering,SEC-06,Moradabad,Ballast,Gauge Widening,Major,5,2026-08-24,4.8,2,False,Trunk Route,False,38.0,TMS
TRK-SEC-02-0078,Engineering,SEC-02,Ambala,Track Geometry,Gauge Widening,Major,15,2026-08-14,2.2,0,False,Trunk Route,False,38.0,TMS
TRK-SEC-06-0145,Engineering,SEC-06,Moradabad,Ballast,Track Geometry - Twist,Major,15,2026-08-14,4.9,0,False,Trunk Route,False,38.0,TMS
OHE-SEC-02-0055,Traction Distribution,SEC-02,Ambala,OHE Wire,Insulator Damage,Major,-1,2026-08-30,3.4,3,False,Trunk Route,False,38.0,TDMS
TRK-SEC-03-0023,Engineering,SEC-03,Delhi,Track Geometry,Rail Fracture,Major,-3,2026-09-01,2.7,0,True,Trunk Route,False,38.0,TMS
OHE-SEC-01-0039,Traction Distribution,SEC-01,Ambala,Earthing System,Tension Length Deviation,Minor,-11,2026-09-09,1.2,0,False,Trunk Route,True,37.5,TDMS
SIG-SEC-08-0019,Signal & Telecom,SEC-08,Firozpur,Level Crossing Gate,Interlocking Fault,Minor,-8,2026-09-06,0.7,0,False,Trunk Route,True,37.5,SMMS
SIG-SEC-08-0119,Signal & Telecom,SEC-08,Firozpur,Level Crossing Gate,Cable Insulation Fault,Minor,-3,2026-09-01,1.8,0,False,Trunk Route,True,37.5,SMMS
TRK-SEC-05-0040,Engineering,SEC-05,Moradabad,Ballast,Weld Defect,Minor,-8,2026-09-06,2.7,0,False,Trunk Route,True,37.5,TMS
SIG-SEC-05-0064,Signal & Telecom,SEC-05,Moradabad,Level Crossing Gate,Signal Aspect Failure,Major,14,2026-08-15,3.7,0,False,Trunk Route,False,37.3,SMMS
SIG-SEC-06-0134,Signal & Telecom,SEC-06,Moradabad,Signal,Axle Counter Fault,Major,13,2026-08-16,1.3,0,False,Trunk Route,False,36.7,SMMS
OHE-SEC-01-0064,Traction Distribution,SEC-01,Ambala,Feeder,Insulator Damage,Major,15,2026-08-14,2.6,1,False,Branch Line,False,36.3,TDMS
SIG-SEC-04-0063,Signal & Telecom,SEC-04,Delhi,Signal,Block Instrument Fault,Major,10,2026-08-19,3.7,2,False,Branch Line,False,36.3,SMMS
SIG-SEC-03-0180,Signal & Telecom,SEC-03,Delhi,Point Machine,Axle Counter Fault,Minor,-3,2026-09-01,1.0,1,False,Branch Line,True,35.8,SMMS
OHE-SEC-02-0155,Traction Distribution,SEC-02,Ambala,Traction Substation,OHE Wire Wear,Minor,-2,2026-08-31,1.7,1,False,Branch Line,True,35.8,TDMS
SIG-SEC-04-0078,Signal & Telecom,SEC-04,Delhi,Interlocking,Block Instrument Fault,Major,14,2026-08-15,3.5,1,False,Branch Line,False,35.7,SMMS
TRK-SEC-01-0134,Engineering,SEC-01,Ambala,Weld,Rail Wear,Major,4,2026-08-25,4.1,0,True,Branch Line,False,35.7,TMS
SIG-SEC-03-0138,Signal & Telecom,SEC-03,Delhi,Axle Counter,Point Machine Failure,Minor,7,2026-08-22,0.7,1,True,Trunk Route,False,35.5,SMMS
OHE-SEC-06-0098,Traction Distribution,SEC-06,Moradabad,Feeder,Dropper Defect,Major,6,2026-08-23,2.5,1,False,Trunk Route,False,35.3,TDMS
TRK-SEC-08-0047,Engineering,SEC-08,Firozpur,Ballast,Ballast Deficiency,Major,11,2026-08-18,4.0,0,False,Trunk Route,False,35.3,TMS
SIG-SEC-02-0003,Signal & Telecom,SEC-02,Ambala,Cable,Cable Insulation Fault,Major,11,2026-08-18,1.3,0,False,Trunk Route,False,35.3,SMMS
TRK-SEC-06-0011,Engineering,SEC-06,Moradabad,Weld,Track Geometry - Unevenness,Major,11,2026-08-18,5.0,0,False,Trunk Route,False,35.3,TMS
SIG-SEC-03-0128,Signal & Telecom,SEC-03,Delhi,Level Crossing Gate,Interlocking Fault,Major,13,2026-08-16,1.7,1,False,Branch Line,False,35.0,SMMS
OHE-SEC-07-0140,Traction Distribution,SEC-07,Firozpur,Switching Post,Feeder Fault,Major,-5,2026-09-03,1.0,2,False,Trunk Route,False,34.7,TDMS
OHE-SEC-07-0149,Traction Distribution,SEC-07,Firozpur,Switching Post,Tension Length Deviation,Major,10,2026-08-19,1.4,0,False,Trunk Route,False,34.7,TDMS
SIG-SEC-08-0112,Signal & Telecom,SEC-08,Firozpur,Level Crossing Gate,Level Crossing Gate Fault,Minor,8,2026-08-21,0.9,2,True,Branch Line,False,34.5,SMMS
TRK-SEC-02-0071,Engineering,SEC-02,Ambala,Formation,Formation/Subgrade Defect,Major,12,2026-08-17,3.2,1,False,Branch Line,False,34.3,TMS
SIG-SEC-08-0082,Signal & Telecom,SEC-08,Firozpur,Point Machine,Cable Insulation Fault,Minor,10,2026-08-19,1.6,3,False,Trunk Route,False,34.2,SMMS
OHE-SEC-03-0090,Traction Distribution,SEC-03,Delhi,Traction Substation,Feeder Fault,Major,9,2026-08-20,1.5,0,False,Trunk Route,False,34.0,TDMS
TRK-SEC-01-0148,Engineering,SEC-01,Ambala,Ballast,Weld Defect,Major,9,2026-08-20,2.2,0,False,Trunk Route,False,34.0,TMS
OHE-SEC-06-0003,Traction Distribution,SEC-06,Moradabad,Traction Substation,OHE Wire Wear,Major,4,2026-08-25,1.8,1,False,Trunk Route,False,34.0,TDMS
TRK-SEC-05-0041,Engineering,SEC-05,Moradabad,Rail,Gauge Widening,Major,16,2026-08-13,3.5,0,False,Branch Line,False,33.7,TMS
SIG-SEC-07-0173,Signal & Telecom,SEC-07,Firozpur,Interlocking,Interlocking Fault,Minor,9,2026-08-20,0.9,3,False,Trunk Route,False,33.5,SMMS
SIG-SEC-06-0033,Signal & Telecom,SEC-06,Moradabad,Signal,Axle Counter Fault,Major,8,2026-08-21,3.6,0,False,Trunk Route,False,33.3,SMMS
OHE-SEC-05-0083,Traction Distribution,SEC-05,Moradabad,Earthing System,OHE Wire Wear,Major,8,2026-08-21,2.0,0,False,Trunk Route,False,33.3,TDMS
SIG-SEC-07-0157,Signal & Telecom,SEC-07,Firozpur,Interlocking,Block Instrument Fault,Major,10,2026-08-19,3.5,1,False,Branch Line,False,33.0,SMMS
OHE-SEC-02-0100,Traction Distribution,SEC-02,Ambala,Dropper,Feeder Fault,Major,10,2026-08-19,2.4,1,False,Branch Line,False,33.0,TDMS
TRK-SEC-07-0128,Engineering,SEC-07,Firozpur,Rail,Ballast Deficiency,Major,5,2026-08-24,2.7,2,False,Branch Line,False,33.0,TMS
TRK-SEC-07-0129,Engineering,SEC-07,Firozpur,Rail,Weld Defect,Major,-1,2026-08-30,2.8,0,True,Branch Line,False,33.0,TMS
SIG-SEC-05-0051,Signal & Telecom,SEC-05,Moradabad,Level Crossing Gate,Interlocking Fault,Minor,3,2026-08-26,1.6,1,True,Trunk Route,False,32.8,SMMS
TRK-SEC-03-0155,Engineering,SEC-03,Delhi,Formation,Ballast Deficiency,Minor,8,2026-08-21,2.7,3,False,Trunk Route,False,32.8,TMS
OHE-SEC-04-0145,Traction Distribution,SEC-04,Delhi,Feeder,Insulator Damage,Major,7,2026-08-22,3.3,0,False,Trunk Route,False,32.7,TDMS
SIG-SEC-08-0030,Signal & Telecom,SEC-08,Firozpur,Signal,Cable Insulation Fault,Minor,-12,2026-09-10,1.3,0,False,Branch Line,True,32.5,SMMS
SIG-SEC-05-0084,Signal & Telecom,SEC-05,Moradabad,Signal,Level Crossing Gate Fault,Minor,-1,2026-08-30,0.9,0,False,Branch Line,True,32.5,SMMS
TRK-SEC-02-0177,Engineering,SEC-02,Ambala,Formation,Ballast Deficiency,Major,9,2026-08-20,2.9,1,False,Branch Line,False,32.3,TMS
OHE-SEC-01-0153,Traction Distribution,SEC-01,Ambala,Earthing System,Insulator Damage,Major,9,2026-08-20,1.6,1,False,Branch Line,False,32.3,TDMS
OHE-SEC-06-0121,Traction Distribution,SEC-06,Moradabad,Dropper,Traction Substation Fault,Major,14,2026-08-15,3.1,0,False,Branch Line,False,32.3,TDMS
OHE-SEC-06-0137,Traction Distribution,SEC-06,Moradabad,Feeder,Earthing Fault,Major,6,2026-08-23,2.8,0,False,Trunk Route,False,32.0,TDMS
OHE-SEC-08-0053,Traction Distribution,SEC-08,Firozpur,Switching Post,Tension Length Deviation,Major,13,2026-08-16,2.0,0,False,Branch Line,False,31.7,TDMS
OHE-SEC-05-0066,Traction Distribution,SEC-05,Moradabad,Traction Substation,Earthing Fault,Major,-3,2026-09-01,2.8,1,False,Trunk Route,False,31.3,TDMS
OHE-SEC-08-0019,Traction Distribution,SEC-08,Firozpur,OHE Wire,Tension Length Deviation,Major,-1,2026-08-30,1.4,1,False,Trunk Route,False,31.3,TDMS
SIG-SEC-03-0152,Signal & Telecom,SEC-03,Delhi,Interlocking,Point Machine Failure,Major,5,2026-08-24,3.5,0,False,Trunk Route,False,31.3,SMMS
TRK-SEC-03-0026,Engineering,SEC-03,Delhi,Rail,Rail Fracture,Major,-4,2026-09-02,2.7,1,False,Trunk Route,False,31.3,TMS
TRK-SEC-07-0110,Engineering,SEC-07,Firozpur,Ballast,Track Geometry - Unevenness,Major,12,2026-08-17,2.4,0,False,Branch Line,False,31.0,TMS
OHE-SEC-05-0078,Traction Distribution,SEC-05,Moradabad,Insulator,OHE Wire Wear,Major,7,2026-08-22,3.3,1,False,Branch Line,False,31.0,TDMS
OHE-SEC-05-0148,Traction Distribution,SEC-05,Moradabad,Insulator,OHE Wire Wear,Minor,5,2026-08-24,1.6,0,True,Trunk Route,False,30.8,TDMS
OHE-SEC-03-0077,Traction Distribution,SEC-03,Delhi,OHE Wire,Insulator Damage,Minor,-10,2026-09-08,1.0,1,True,Trunk Route,False,30.8,TDMS
SIG-SEC-01-0071,Signal & Telecom,SEC-01,Ambala,Interlocking,Point Machine Failure,Minor,-15,2026-09-13,0.7,1,True,Trunk Route,False,30.8,SMMS
SIG-SEC-02-0086,Signal & Telecom,SEC-02,Ambala,Interlocking,Interlocking Fault,Major,4,2026-08-25,3.2,0,False,Trunk Route,False,30.7,SMMS
OHE-SEC-05-0042,Traction Distribution,SEC-05,Moradabad,Traction Substation,OHE Wire Wear,Major,4,2026-08-25,2.8,0,False,Trunk Route,False,30.7,TDMS
OHE-SEC-07-0093,Traction Distribution,SEC-07,Firozpur,Switching Post,OHE Wire Wear,Major,4,2026-08-25,1.4,0,False,Trunk Route,False,30.7,TDMS
TRK-SEC-02-0101,Engineering,SEC-02,Ambala,Rail,Weld Defect,Major,4,2026-08-25,4.1,0,False,Trunk Route,False,30.7,TMS
TRK-SEC-03-0098,Engineering,SEC-03,Delhi,Formation,Weld Defect,Major,11,2026-08-18,2.1,0,False,Branch Line,False,30.3,TMS
SIG-SEC-08-0088,Signal & Telecom,SEC-08,Firozpur,Axle Counter,Cable Insulation Fault,Major,6,2026-08-23,2.5,1,False,Branch Line,False,30.3,SMMS
TRK-SEC-03-0186,Engineering,SEC-03,Delhi,Track Geometry,Track Geometry - Unevenness,Major,6,2026-08-23,3.5,1,False,Branch Line,False,30.3,TMS
SIG-SEC-06-0037,Signal & Telecom,SEC-06,Moradabad,Cable,Interlocking Fault,Major,1,2026-08-28,2.8,2,False,Branch Line,False,30.3,SMMS
SIG-SEC-02-0141,Signal & Telecom,SEC-02,Ambala,Level Crossing Gate,Interlocking Fault,Major,11,2026-08-18,2.3,0,False,Branch Line,False,30.3,SMMS
TRK-SEC-04-0121,Engineering,SEC-04,Delhi,Weld,Track Geometry - Unevenness,Minor,9,2026-08-20,1.5,2,False,Trunk Route,False,30.2,TMS
OHE-SEC-03-0119,Traction Distribution,SEC-03,Delhi,Traction Substation,Dropper Defect,Minor,6,2026-08-23,1.1,1,True,Branch Line,False,29.8,TDMS
TRK-SEC-08-0184,Engineering,SEC-08,Firozpur,Rail,Gauge Widening,Major,-3,2026-09-01,4.1,2,False,Branch Line,False,29.7,TMS
SIG-SEC-06-0109,Signal & Telecom,SEC-06,Moradabad,Signal,Cable Insulation Fault,Major,10,2026-08-19,1.4,0,False,Branch Line,False,29.7,SMMS
TRK-SEC-03-0198,Engineering,SEC-03,Delhi,Track Geometry,Formation/Subgrade Defect,Minor,8,2026-08-21,2.9,2,False,Trunk Route,False,29.5,TMS
SIG-SEC-06-0025,Signal & Telecom,SEC-06,Moradabad,Axle Counter,Axle Counter Fault,Major,2,2026-08-27,3.4,0,False,Trunk Route,False,29.3,SMMS
SIG-SEC-03-0028,Signal & Telecom,SEC-03,Delhi,Block Instrument,Block Instrument Fault,Minor,-12,2026-09-10,1.7,2,True,Branch Line,False,29.2,SMMS
TRK-SEC-07-0127,Engineering,SEC-07,Firozpur,Rail,Track Geometry - Twist,Minor,-1,2026-08-30,2.1,2,True,Branch Line,False,29.2,TMS
TRK-SEC-07-0161,Engineering,SEC-07,Firozpur,Formation,Ballast Deficiency,Minor,10,2026-08-19,2.6,0,True,Branch Line,False,29.2,TMS
TRK-SEC-03-0117,Engineering,SEC-03,Delhi,Ballast,Track Geometry - Twist,Minor,0,2026-08-29,2.3,2,True,Branch Line,False,29.2,TMS
TRK-SEC-05-0013,Engineering,SEC-05,Moradabad,Ballast,Track Geometry - Unevenness,Minor,-6,2026-09-04,1.7,2,True,Branch Line,False,29.2,TMS
SIG-SEC-01-0043,Signal & Telecom,SEC-01,Ambala,Axle Counter,Cable Insulation Fault,Minor,-2,2026-08-31,0.6,2,True,Branch Line,False,29.2,SMMS
SIG-SEC-06-0131,Signal & Telecom,SEC-06,Moradabad,Cable,Cable Insulation Fault,Major,1,2026-08-28,2.2,0,False,Trunk Route,False,28.7,SMMS
SIG-SEC-01-0103,Signal & Telecom,SEC-01,Ambala,Cable,Signal Aspect Failure,Major,1,2026-08-28,3.6,0,False,Trunk Route,False,28.7,SMMS
OHE-SEC-01-0157,Traction Distribution,SEC-01,Ambala,Switching Post,Earthing Fault,Major,8,2026-08-21,2.8,0,False,Branch Line,False,28.3,TDMS
TRK-SEC-02-0179,Engineering,SEC-02,Ambala,Weld,Formation/Subgrade Defect,Minor,1,2026-08-28,1.8,3,False,Trunk Route,False,28.2,TMS
OHE-SEC-02-0117,Traction Distribution,SEC-02,Ambala,Switching Post,Tension Length Deviation,Major,-3,2026-09-01,1.2,0,False,Trunk Route,False,28.0,TDMS
SIG-SEC-05-0115,Signal & Telecom,SEC-05,Moradabad,Block Instrument,Relay Failure,Major,-2,2026-08-31,1.3,0,False,Trunk Route,False,28.0,SMMS
TRK-SEC-05-0007,Engineering,SEC-05,Moradabad,Rail,Track Geometry - Unevenness,Major,0,2026-08-29,4.5,0,False,Trunk Route,False,28.0,TMS
TRK-SEC-03-0189,Engineering,SEC-03,Delhi,Weld,Ballast Deficiency,Major,-4,2026-09-02,4.7,0,False,Trunk Route,False,28.0,TMS
OHE-SEC-02-0014,Traction Distribution,SEC-02,Ambala,Dropper,Traction Substation Fault,Major,-1,2026-08-30,1.3,0,False,Trunk Route,False,28.0,TDMS
SIG-SEC-06-0126,Signal & Telecom,SEC-06,Moradabad,Block Instrument,Relay Failure,Major,-5,2026-09-03,3.7,0,False,Trunk Route,False,28.0,SMMS
OHE-SEC-04-0009,Traction Distribution,SEC-04,Delhi,Earthing System,OHE Wire Wear,Major,-2,2026-08-31,1.9,0,False,Trunk Route,False,28.0,TDMS
TRK-SEC-07-0050,Engineering,SEC-07,Firozpur,Weld,Track Geometry - Unevenness,Major,-5,2026-09-03,4.0,0,False,Trunk Route,False,28.0,TMS
SIG-SEC-06-0069,Signal & Telecom,SEC-06,Moradabad,Cable,Block Instrument Fault,Major,7,2026-08-22,3.6,0,False,Branch Line,False,27.7,SMMS
SIG-SEC-06-0170,Signal & Telecom,SEC-06,Moradabad,Block Instrument,Block Instrument Fault,Minor,-15,2026-09-13,0.6,3,False,Trunk Route,False,27.5,SMMS
TRK-SEC-05-0108,Engineering,SEC-05,Moradabad,Weld,Weld Defect,Minor,10,2026-08-19,1.5,1,False,Trunk Route,False,27.5,TMS
TRK-SEC-08-0035,Engineering,SEC-08,Firozpur,Ballast,Track Geometry - Unevenness,Minor,-15,2026-09-13,1.9,3,False,Trunk Route,False,27.5,TMS
TRK-SEC-07-0141,Engineering,SEC-07,Firozpur,Track Geometry,Rail Wear,Minor,-15,2026-09-13,1.1,3,False,Trunk Route,False,27.5,TMS
SIG-SEC-05-0107,Signal & Telecom,SEC-05,Moradabad,Signal,Relay Failure,Minor,-5,2026-09-03,0.6,3,False,Trunk Route,False,27.5,SMMS
TRK-SEC-08-0140,Engineering,SEC-08,Firozpur,Ballast,Weld Defect,Minor,-3,2026-09-01,1.4,3,False,Trunk Route,False,27.5,TMS
TRK-SEC-07-0144,Engineering,SEC-07,Firozpur,Rail,Track Geometry - Twist,Minor,-8,2026-09-06,2.5,0,True,Trunk Route,False,27.5,TMS
SIG-SEC-02-0022,Signal & Telecom,SEC-02,Ambala,Level Crossing Gate,Signal Aspect Failure,Minor,-8,2026-09-06,1.8,3,False,Trunk Route,False,27.5,SMMS
OHE-SEC-08-0070,Traction Distribution,SEC-08,Firozpur,OHE Wire,Feeder Fault,Minor,-11,2026-09-09,1.4,0,True,Trunk Route,False,27.5,TDMS
OHE-SEC-04-0112,Traction Distribution,SEC-04,Delhi,OHE Wire,Earthing Fault,Minor,-10,2026-09-08,0.9,0,True,Trunk Route,False,27.5,TDMS
TRK-SEC-06-0030,Engineering,SEC-06,Moradabad,Weld,Gauge Widening,Minor,-15,2026-09-13,2.9,0,True,Trunk Route,False,27.5,TMS
TRK-SEC-01-0120,Engineering,SEC-01,Ambala,Track Geometry,Track Geometry - Twist,Minor,-11,2026-09-09,1.5,0,True,Trunk Route,False,27.5,TMS
