asset_id,department,section_id,division,due_date,duration_hours,priority_score,unscheduled_reason
OHE-SEC-06-0137,Traction Distribution,SEC-06,Moradabad,2026-08-23,2.8,31.67,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-05-0066,Traction Distribution,SEC-05,Moradabad,2026-09-01,2.8,31.46,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0026,Engineering,SEC-03,Delhi,2026-09-02,2.7,31.32,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-05-0078,Traction Distribution,SEC-05,Moradabad,2026-08-22,3.3,31.24,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0186,Engineering,SEC-03,Delhi,2026-08-23,3.5,30.69,"Matching COA windows exist, but all are shorter than task duration"
OHE-SEC-03-0077,Traction Distribution,SEC-03,Delhi,2026-09-08,1.0,30.69,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-08-0088,Signal & Telecom,SEC-08,Firozpur,2026-08-23,2.5,30.54,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-05-0042,Traction Distribution,SEC-05,Moradabad,2026-08-25,2.8,30.53,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-06-0037,Signal & Telecom,SEC-06,Moradabad,2026-08-28,2.8,30.5,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0098,Engineering,SEC-03,Delhi,2026-08-18,2.1,30.47,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-03-0152,Signal & Telecom,SEC-03,Delhi,2026-08-24,3.5,30.45,"Matching COA windows exist, but all are shorter than task duration"
TRK-SEC-02-0101,Engineering,SEC-02,Ambala,2026-08-25,4.1,30.44,"Matching COA windows exist, but all are shorter than task duration"
SIG-SEC-02-0086,Signal & Telecom,SEC-02,Ambala,2026-08-25,3.2,30.41,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-05-0148,Traction Distribution,SEC-05,Moradabad,2026-08-24,1.6,30.17,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0198,Engineering,SEC-03,Delhi,2026-08-21,2.9,29.89,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-03-0119,Traction Distribution,SEC-03,Delhi,2026-08-23,1.1,29.84,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0184,Engineering,SEC-08,Firozpur,2026-09-01,4.1,29.76,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-01-0157,Traction Distribution,SEC-01,Ambala,2026-08-21,2.8,29.38,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-01-0043,Signal & Telecom,SEC-01,Ambala,2026-08-31,0.6,29.19,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0013,Engineering,SEC-05,Moradabad,2026-09-04,1.7,29.05,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-07-0161,Engineering,SEC-07,Firozpur,2026-08-19,2.6,29.0,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0117,Engineering,SEC-03,Delhi,2026-08-29,2.3,28.97,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-03-0028,Signal & Telecom,SEC-03,Delhi,2026-09-10,1.7,28.87,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-01-0103,Signal & Telecom,SEC-01,Ambala,2026-08-28,3.6,28.33,"Matching COA windows exist, but all are shorter than task duration"
TRK-SEC-03-0189,Engineering,SEC-03,Delhi,2026-09-02,4.7,28.16,"Matching COA windows exist, but all are shorter than task duration"
TRK-SEC-05-0007,Engineering,SEC-05,Moradabad,2026-08-29,4.5,28.11,"Matching COA windows exist, but all are shorter than task duration"
OHE-SEC-02-0014,Traction Distribution,SEC-02,Ambala,2026-08-30,1.3,28.02,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-07-0050,Engineering,SEC-07,Firozpur,2026-09-03,4.0,27.92,"Matching COA windows exist, but all are shorter than task duration"
SIG-SEC-06-0126,Signal & Telecom,SEC-06,Moradabad,2026-09-03,3.7,27.87,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-06-0069,Signal & Telecom,SEC-06,Moradabad,2026-08-22,3.6,27.69,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0140,Engineering,SEC-08,Firozpur,2026-09-01,1.4,27.56,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0120,Engineering,SEC-01,Ambala,2026-09-09,1.5,27.53,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-02-0022,Signal & Telecom,SEC-02,Ambala,2026-09-06,1.8,27.48,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0108,Engineering,SEC-05,Moradabad,2026-08-19,1.5,27.45,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-06-0030,Engineering,SEC-06,Moradabad,2026-09-13,2.9,27.45,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-08-0070,Traction Distribution,SEC-08,Firozpur,2026-09-09,1.4,27.36,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-02-0070,Signal & Telecom,SEC-02,Ambala,2026-08-23,3.7,27.3,"Matching COA windows exist, but all are shorter than task duration"
OHE-SEC-03-0080,Traction Distribution,SEC-03,Delhi,2026-08-28,1.4,27.3,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-07-0144,Engineering,SEC-07,Firozpur,2026-09-06,2.5,27.14,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-03-0111,Signal & Telecom,SEC-03,Delhi,2026-08-28,1.8,27.11,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-08-0136,Signal & Telecom,SEC-08,Firozpur,2026-08-20,0.9,27.09,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0090,Engineering,SEC-08,Firozpur,2026-08-23,2.6,26.87,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-06-0015,Engineering,SEC-06,Moradabad,2026-08-23,2.3,26.84,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0208,Engineering,SEC-03,Delhi,2026-08-20,2.4,26.72,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0201,Engineering,SEC-03,Delhi,2026-08-20,2.5,26.72,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0192,Engineering,SEC-03,Delhi,2026-08-25,2.4,26.65,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0096,Engineering,SEC-03,Delhi,2026-08-24,3.5,26.15,"Matching COA windows exist, but all are shorter than task duration"
OHE-SEC-06-0040,Traction Distribution,SEC-06,Moradabad,2026-08-24,2.1,26.14,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0206,Engineering,SEC-05,Moradabad,2026-08-24,2.0,26.02,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-07-0021,Signal & Telecom,SEC-07,Firozpur,2026-08-26,1.3,25.9,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-05-0004,Traction Distribution,SEC-05,Moradabad,2026-08-24,0.7,25.88,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-06-0013,Traction Distribution,SEC-06,Moradabad,2026-08-25,2.2,25.78,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0025,Engineering,SEC-03,Delhi,2026-08-26,5.0,24.83,"Matching COA windows exist, but all are shorter than task duration"
SIG-SEC-05-0020,Signal & Telecom,SEC-05,Moradabad,2026-08-21,1.2,24.83,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-01-0147,Signal & Telecom,SEC-01,Ambala,2026-08-24,1.9,24.49,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-01-0167,Signal & Telecom,SEC-01,Ambala,2026-08-30,1.7,24.21,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-05-0139,Signal & Telecom,SEC-05,Moradabad,2026-09-13,2.0,24.17,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-01-0057,Traction Distribution,SEC-01,Ambala,2026-08-31,1.3,24.14,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0063,Engineering,SEC-08,Firozpur,2026-09-08,2.5,24.14,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0116,Engineering,SEC-05,Moradabad,2026-09-06,1.2,24.13,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-07-0214,Engineering,SEC-07,Firozpur,2026-08-19,2.9,24.09,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-05-0024,Traction Distribution,SEC-05,Moradabad,2026-09-06,1.7,24.08,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0220,Engineering,SEC-03,Delhi,2026-09-04,2.9,24.03,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-05-0014,Signal & Telecom,SEC-05,Moradabad,2026-08-28,1.6,23.71,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0181,Engineering,SEC-08,Firozpur,2026-08-20,1.7,23.37,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0207,Engineering,SEC-05,Moradabad,2026-08-20,2.6,23.34,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-05-0129,Signal & Telecom,SEC-05,Moradabad,2026-08-20,1.4,23.34,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-01-0122,Traction Distribution,SEC-01,Ambala,2026-08-31,3.2,23.07,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-08-0046,Signal & Telecom,SEC-08,Firozpur,2026-08-31,3.9,23.06,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-02-0061,Engineering,SEC-02,Ambala,2026-09-02,4.2,23.02,"Matching COA windows exist, but all are shorter than task duration"
SIG-SEC-01-0089,Signal & Telecom,SEC-01,Ambala,2026-09-03,3.5,22.93,"Matching COA windows exist, but all are shorter than task duration"
OHE-SEC-01-0008,Traction Distribution,SEC-01,Ambala,2026-09-03,1.0,22.92,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0018,Engineering,SEC-08,Firozpur,2026-09-06,1.9,22.79,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0172,Engineering,SEC-08,Firozpur,2026-09-11,2.6,22.73,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-05-0169,Signal & Telecom,SEC-05,Moradabad,2026-09-09,2.0,22.58,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-07-0036,Signal & Telecom,SEC-07,Firozpur,2026-08-24,1.7,22.53,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0053,Engineering,SEC-05,Moradabad,2026-09-05,2.7,22.5,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-01-0028,Traction Distribution,SEC-01,Ambala,2026-08-22,1.3,22.24,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0183,Engineering,SEC-05,Moradabad,2026-08-25,1.4,21.97,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0032,Engineering,SEC-01,Ambala,2026-08-23,2.1,21.47,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-02-0048,Engineering,SEC-02,Ambala,2026-08-23,2.5,21.42,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0107,Engineering,SEC-05,Moradabad,2026-08-23,1.6,21.37,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-05-0094,Signal & Telecom,SEC-05,Moradabad,2026-09-08,1.6,20.88,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-06-0007,Signal & Telecom,SEC-06,Moradabad,2026-09-11,1.5,20.88,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0077,Engineering,SEC-01,Ambala,2026-08-30,1.9,20.88,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-05-0116,Signal & Telecom,SEC-05,Moradabad,2026-08-21,1.5,20.87,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0075,Engineering,SEC-05,Moradabad,2026-09-04,2.7,20.86,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0212,Engineering,SEC-05,Moradabad,2026-09-04,1.4,20.85,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0031,Engineering,SEC-03,Delhi,2026-09-06,2.8,20.84,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0219,Engineering,SEC-01,Ambala,2026-09-08,1.4,20.83,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-01-0158,Traction Distribution,SEC-01,Ambala,2026-09-10,1.9,20.8,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-01-0076,Traction Distribution,SEC-01,Ambala,2026-09-11,1.3,20.78,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0039,Engineering,SEC-03,Delhi,2026-09-12,1.2,20.78,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-06-0127,Traction Distribution,SEC-06,Moradabad,2026-09-01,1.0,20.76,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-05-0125,Traction Distribution,SEC-05,Moradabad,2026-08-25,1.0,20.6,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0093,Engineering,SEC-08,Firozpur,2026-08-22,1.6,20.33,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-07-0089,Engineering,SEC-07,Firozpur,2026-08-30,2.1,20.23,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0105,Engineering,SEC-05,Moradabad,2026-08-30,1.3,19.94,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0193,Engineering,SEC-01,Ambala,2026-09-05,2.5,19.67,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0166,Engineering,SEC-01,Ambala,2026-09-07,1.0,19.6,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0160,Engineering,SEC-08,Firozpur,2026-08-23,1.4,19.56,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-06-0159,Signal & Telecom,SEC-06,Moradabad,2026-08-26,1.5,19.56,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-02-0037,Traction Distribution,SEC-02,Ambala,2026-09-09,1.7,19.44,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-01-0137,Signal & Telecom,SEC-01,Ambala,2026-08-26,1.1,19.43,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-08-0045,Traction Distribution,SEC-08,Firozpur,2026-09-03,1.0,19.4,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-03-0018,Traction Distribution,SEC-03,Delhi,2026-09-01,0.6,19.36,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0122,Engineering,SEC-05,Moradabad,2026-09-13,1.2,19.31,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0111,Engineering,SEC-05,Moradabad,2026-08-19,2.9,19.23,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0203,Engineering,SEC-03,Delhi,2026-08-19,1.8,19.21,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-01-0047,Traction Distribution,SEC-01,Ambala,2026-08-24,1.3,19.08,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-03-0057,Signal & Telecom,SEC-03,Delhi,2026-08-24,1.8,19.07,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-06-0124,Signal & Telecom,SEC-06,Moradabad,2026-08-27,1.7,18.62,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-06-0148,Signal & Telecom,SEC-06,Moradabad,2026-08-20,1.6,18.46,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-03-0027,Signal & Telecom,SEC-03,Delhi,2026-08-28,1.5,18.24,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-08-0058,Traction Distribution,SEC-08,Firozpur,2026-08-21,1.9,17.84,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0038,Engineering,SEC-03,Delhi,2026-08-21,1.0,17.77,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-06-0061,Signal & Telecom,SEC-06,Moradabad,2026-08-29,0.6,17.6,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-07-0062,Traction Distribution,SEC-07,Firozpur,2026-09-01,2.0,17.58,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-05-0144,Traction Distribution,SEC-05,Moradabad,2026-09-08,1.4,17.57,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-02-0110,Traction Distribution,SEC-02,Ambala,2026-09-03,1.3,17.56,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-03-0154,Signal & Telecom,SEC-03,Delhi,2026-09-11,1.1,17.55,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-03-0074,Traction Distribution,SEC-03,Delhi,2026-09-10,1.7,17.55,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-06-0171,Signal & Telecom,SEC-06,Moradabad,2026-09-12,1.9,17.55,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-06-0037,Engineering,SEC-06,Moradabad,2026-08-31,2.8,17.54,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-07-0057,Engineering,SEC-07,Firozpur,2026-08-31,2.9,17.53,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-05-0102,Signal & Telecom,SEC-05,Moradabad,2026-08-30,1.8,17.53,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-03-0082,Traction Distribution,SEC-03,Delhi,2026-08-31,0.8,17.51,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0027,Engineering,SEC-08,Firozpur,2026-09-08,2.7,17.51,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0017,Engineering,SEC-05,Moradabad,2026-09-07,2.2,17.51,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-08-0060,Traction Distribution,SEC-08,Firozpur,2026-09-13,1.3,17.5,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0154,Engineering,SEC-05,Moradabad,2026-09-01,2.4,17.5,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0049,Engineering,SEC-08,Firozpur,2026-08-30,2.5,17.5,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-07-0076,Signal & Telecom,SEC-07,Firozpur,2026-09-13,2.0,17.5,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-05-0168,Signal & Telecom,SEC-05,Moradabad,2026-08-22,1.5,17.48,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-02-0216,Engineering,SEC-02,Ambala,2026-09-06,2.2,17.48,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0191,Engineering,SEC-03,Delhi,2026-09-11,2.2,17.48,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0062,Engineering,SEC-01,Ambala,2026-09-13,1.4,17.47,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0106,Engineering,SEC-08,Firozpur,2026-09-01,1.4,17.46,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-07-0059,Engineering,SEC-07,Firozpur,2026-09-11,2.3,17.45,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-07-0164,Engineering,SEC-07,Firozpur,2026-09-11,1.5,17.41,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-03-0009,Signal & Telecom,SEC-03,Delhi,2026-08-22,1.0,17.39,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0185,Engineering,SEC-05,Moradabad,2026-08-22,2.4,17.36,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-08-0048,Signal & Telecom,SEC-08,Firozpur,2026-08-23,1.7,16.78,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0146,Engineering,SEC-03,Delhi,2026-08-24,2.5,16.78,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0137,Engineering,SEC-01,Ambala,2026-08-23,1.5,16.76,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0112,Engineering,SEC-03,Delhi,2026-08-23,1.5,16.74,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0052,Engineering,SEC-08,Firozpur,2026-08-28,2.4,16.3,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-08-0075,Traction Distribution,SEC-08,Firozpur,2026-08-29,1.5,16.06,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-02-0149,Signal & Telecom,SEC-02,Ambala,2026-08-25,1.8,16.05,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0055,Engineering,SEC-03,Delhi,2026-08-31,1.1,15.95,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0188,Engineering,SEC-03,Delhi,2026-08-30,2.3,15.95,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-06-0058,Signal & Telecom,SEC-06,Moradabad,2026-09-06,1.3,15.89,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-06-0095,Engineering,SEC-06,Moradabad,2026-09-13,2.0,15.87,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0194,Engineering,SEC-05,Moradabad,2026-09-06,1.6,15.87,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-06-0147,Engineering,SEC-06,Moradabad,2026-09-09,2.3,15.85,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0009,Engineering,SEC-01,Ambala,2026-09-11,1.8,15.81,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-02-0171,Engineering,SEC-02,Ambala,2026-09-03,2.5,15.81,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0175,Engineering,SEC-08,Firozpur,2026-09-08,1.8,15.8,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0215,Engineering,SEC-08,Firozpur,2026-09-07,2.5,15.8,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0170,Engineering,SEC-01,Ambala,2026-09-05,3.0,15.79,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-03-0103,Traction Distribution,SEC-03,Delhi,2026-09-12,1.0,15.76,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-05-0041,Traction Distribution,SEC-05,Moradabad,2026-09-12,0.7,15.69,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-08-0056,Signal & Telecom,SEC-08,Firozpur,2026-08-26,1.5,15.02,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0084,Engineering,SEC-03,Delhi,2026-08-26,2.2,14.86,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-02-0100,Engineering,SEC-02,Ambala,2026-08-27,2.7,13.74,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0210,Engineering,SEC-01,Ambala,2026-08-27,2.0,13.72,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-03-0177,Signal & Telecom,SEC-03,Delhi,2026-08-28,2.0,13.1,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-06-0202,Engineering,SEC-06,Moradabad,2026-08-28,1.1,13.05,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-08-0125,Engineering,SEC-08,Firozpur,2026-08-29,1.1,12.7,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-06-0159,Engineering,SEC-06,Moradabad,2026-08-30,1.5,12.6,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0091,Engineering,SEC-05,Moradabad,2026-08-30,2.9,12.52,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-07-0073,Engineering,SEC-07,Firozpur,2026-09-02,2.1,12.5,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-01-0005,Engineering,SEC-01,Ambala,2026-09-01,2.1,12.48,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-05-0085,Engineering,SEC-05,Moradabad,2026-09-11,2.0,12.47,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-01-0030,Traction Distribution,SEC-01,Ambala,2026-09-08,0.6,12.47,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-06-0150,Engineering,SEC-06,Moradabad,2026-09-12,2.0,12.47,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-03-0018,Signal & Telecom,SEC-03,Delhi,2026-09-12,0.8,12.46,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-03-0025,Traction Distribution,SEC-03,Delhi,2026-09-08,0.8,12.45,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-08-0150,Signal & Telecom,SEC-08,Firozpur,2026-09-05,0.7,12.45,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
SIG-SEC-05-0166,Signal & Telecom,SEC-05,Moradabad,2026-09-08,1.2,12.44,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-02-0024,Engineering,SEC-02,Ambala,2026-09-08,2.7,12.43,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
TRK-SEC-03-0042,Engineering,SEC-03,Delhi,2026-09-12,3.0,12.43,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-08-0007,Traction Distribution,SEC-08,Firozpur,2026-09-06,1.3,12.42,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
OHE-SEC-08-0160,Traction Distribution,SEC-08,Firozpur,2026-09-02,0.7,12.41,Not selected in best feasible solution found within time limit; solver_status=FEASIBLE
