block_id,section_id,division,window_date,coa_window_start,coa_window_end,block_start_time,block_end_time,task_start_time,task_end_time,asset_id,department,duration_hours,priority_score,due_date,lateness_days,traffic_load,block_utilization,bundled_departments,bundled_department_count,source_system
COA-SEC-01-20260912-0000-0110,SEC-01,Ambala,2026-09-12,2026-09-12 00:00:00,2026-09-12 03:18:00,2026-09-12 00:00:00,2026-09-12 03:18:00,2026-09-12 00:00:00,2026-09-12 00:30:00,SIG-SEC-01-0049,Signal & Telecom,0.5,12.46,2026-09-04,8,High,1.0,Signal & Telecom,1,SMMS
COA-SEC-01-20260912-0000-0110,SEC-01,Ambala,2026-09-12,2026-09-12 00:00:00,2026-09-12 03:18:00,2026-09-12 00:00:00,2026-09-12 03:18:00,2026-09-12 00:30:00,2026-09-12 01:12:00,SIG-SEC-01-0071,Signal & Telecom,0.7,30.83,2026-09-13,0,High,1.0,Signal & Telecom,1,SMMS
COA-SEC-01-20260912-0000-0110,SEC-01,Ambala,2026-09-12,2026-09-12 00:00:00,2026-09-12 03:18:00,2026-09-12 00:00:00,2026-09-12 03:18:00,2026-09-12 01:12:00,2026-09-12 03:18:00,SIG-SEC-01-0040,Signal & Telecom,2.1,52.61,2026-08-22,21,High,1.0,Signal & Telecom,1,SMMS
COA-SEC-02-20260912-0000-0111,SEC-02,Ambala,2026-09-12,2026-09-12 00:00:00,2026-09-12 02:42:00,2026-09-12 00:00:00,2026-09-12 02:42:00,2026-09-12 00:00:00,2026-09-12 02:42:00,TRK-SEC-02-0034,Engineering,2.7,44.03,2026-09-12,0,Low,1.0,Engineering,1,TMS
COA-SEC-07-20260912-2300-0116,SEC-07,Firozpur,2026-09-12,2026-09-12 23:00:00,2026-09-13 01:48:00,2026-09-12 23:00:00,2026-09-13 01:24:00,2026-09-12 23:00:00,2026-09-13 01:24:00,TRK-SEC-07-0152,Engineering,2.4,22.71,2026-09-12,1,Medium,0.8571,Engineering,1,TMS
COA-SEC-02-20260913-0100-0119,SEC-02,Ambala,2026-09-13,2026-09-13 01:00:00,2026-09-13 03:00:00,2026-09-13 01:00:00,2026-09-13 03:00:00,2026-09-13 01:00:00,2026-09-13 02:12:00,TRK-SEC-02-0079,Engineering,1.2,23.25,2026-08-20,24,Low,1.0,Engineering|Signal & Telecom,2,TMS
COA-SEC-02-20260913-0100-0119,SEC-02,Ambala,2026-09-13,2026-09-13 01:00:00,2026-09-13 03:00:00,2026-09-13 01:00:00,2026-09-13 03:00:00,2026-09-13 02:12:00,2026-09-13 03:00:00,SIG-SEC-02-0031,Signal & Telecom,0.8,17.3,2026-08-22,22,Low,1.0,Engineering|Signal & Telecom,2,SMMS
COA-SEC-04-20260913-2100-0120,SEC-04,Delhi,2026-09-13,2026-09-13 21:00:00,2026-09-14 01:54:00,2026-09-13 21:00:00,2026-09-14 01:30:00,2026-09-13 21:00:00,2026-09-14 00:00:00,SIG-SEC-04-0073,Signal & Telecom,3.0,60.38,2026-08-19,26,Low,0.9184,Engineering|Signal & Telecom,2,SMMS
COA-SEC-04-20260913-2100-0120,SEC-04,Delhi,2026-09-13,2026-09-13 21:00:00,2026-09-14 01:54:00,2026-09-13 21:00:00,2026-09-14 01:30:00,2026-09-14 00:00:00,2026-09-14 01:30:00,TRK-SEC-04-0097,Engineering,1.5,18.38,2026-08-20,25,Low,0.9184,Engineering|Signal & Telecom,2,TMS
COA-SEC-04-20260913-2300-0121,SEC-04,Delhi,2026-09-13,2026-09-13 23:00:00,2026-09-14 03:06:00,2026-09-14 01:30:00,2026-09-14 03:06:00,2026-09-14 01:30:00,2026-09-14 03:06:00,TRK-SEC-04-0168,Engineering,1.6,17.46,2026-09-13,1,Low,0.3902,Engineering,1,TMS
COA-SEC-05-20260913-2200-0122,SEC-05,Moradabad,2026-09-13,2026-09-13 22:00:00,2026-09-14 00:00:00,2026-09-13 22:00:00,2026-09-14 00:00:00,2026-09-13 22:00:00,2026-09-14 00:00:00,OHE-SEC-05-0083,Traction Distribution,2.0,34.06,2026-08-21,24,Low,1.0,Traction Distribution,1,TDMS
COA-SEC-02-20260914-0100-0127,SEC-02,Ambala,2026-09-14,2026-09-14 01:00:00,2026-09-14 04:30:00,2026-09-14 01:00:00,2026-09-14 04:24:00,2026-09-14 01:00:00,2026-09-14 02:06:00,OHE-SEC-02-0059,Traction Distribution,1.1,24.08,2026-08-27,18,Low,0.9714,Signal & Telecom|Traction Distribution,2,TDMS
COA-SEC-02-20260914-0100-0127,SEC-02,Ambala,2026-09-14,2026-09-14 01:00:00,2026-09-14 04:30:00,2026-09-14 01:00:00,2026-09-14 04:24:00,2026-09-14 02:06:00,2026-09-14 04:24:00,SIG-SEC-02-0141,Signal & Telecom,2.3,30.5,2026-08-18,27,Low,0.9714,Signal & Telecom|Traction Distribution,2,SMMS
COA-SEC-03-20260914-2300-0128,SEC-03,Delhi,2026-09-14,2026-09-14 23:00:00,2026-09-15 01:18:00,2026-09-14 23:00:00,2026-09-15 01:18:00,2026-09-14 23:00:00,2026-09-14 23:42:00,SIG-SEC-03-0120,Signal & Telecom,0.7,17.56,2026-09-04,11,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-03-20260914-2300-0128,SEC-03,Delhi,2026-09-14,2026-09-14 23:00:00,2026-09-15 01:18:00,2026-09-14 23:00:00,2026-09-15 01:18:00,2026-09-14 23:42:00,2026-09-15 00:36:00,SIG-SEC-03-0158,Signal & Telecom,0.9,27.46,2026-09-01,14,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-03-20260914-2300-0128,SEC-03,Delhi,2026-09-14,2026-09-14 23:00:00,2026-09-15 01:18:00,2026-09-14 23:00:00,2026-09-15 01:18:00,2026-09-15 00:36:00,2026-09-15 01:18:00,SIG-SEC-03-0138,Signal & Telecom,0.7,33.37,2026-08-22,24,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-04-20260914-2100-0129,SEC-04,Delhi,2026-09-14,2026-09-14 21:00:00,2026-09-15 01:00:00,2026-09-14 21:00:00,2026-09-15 01:00:00,2026-09-14 21:00:00,2026-09-14 23:00:00,SIG-SEC-04-0085,Signal & Telecom,2.0,17.52,2026-08-30,16,Low,1.0,Signal & Telecom|Traction Distribution,2,SMMS
COA-SEC-04-20260914-2100-0129,SEC-04,Delhi,2026-09-14,2026-09-14 21:00:00,2026-09-15 01:00:00,2026-09-14 21:00:00,2026-09-15 01:00:00,2026-09-14 23:00:00,2026-09-15 01:00:00,OHE-SEC-04-0012,Traction Distribution,2.0,12.42,2026-09-12,3,Low,1.0,Signal & Telecom|Traction Distribution,2,TDMS
COA-SEC-07-20260914-0000-0132,SEC-07,Firozpur,2026-09-14,2026-09-14 00:00:00,2026-09-14 03:06:00,2026-09-14 00:00:00,2026-09-14 02:06:00,2026-09-14 00:00:00,2026-09-14 02:06:00,SIG-SEC-07-0096,Signal & Telecom,2.1,84.87,2026-07-30,46,Medium,0.6774,Signal & Telecom,1,SMMS
COA-SEC-02-20260915-0100-0135,SEC-02,Ambala,2026-09-15,2026-09-15 01:00:00,2026-09-15 04:12:00,2026-09-15 01:00:00,2026-09-15 04:12:00,2026-09-15 01:00:00,2026-09-15 04:12:00,SIG-SEC-02-0090,Signal & Telecom,3.2,93.38,2026-07-30,47,Medium,1.0,Signal & Telecom,1,SMMS
COA-SEC-04-20260915-2300-0137,SEC-04,Delhi,2026-09-15,2026-09-15 23:00:00,2026-09-16 01:00:00,2026-09-15 23:00:00,2026-09-16 00:30:00,2026-09-15 23:00:00,2026-09-16 00:30:00,TRK-SEC-04-0121,Engineering,1.5,30.37,2026-08-20,27,Low,0.75,Engineering,1,TMS
COA-SEC-06-20260915-2200-0139,SEC-06,Moradabad,2026-09-15,2026-09-15 22:00:00,2026-09-16 00:12:00,2026-09-15 22:00:00,2026-09-15 23:48:00,2026-09-15 22:00:00,2026-09-15 22:36:00,SIG-SEC-06-0054,Signal & Telecom,0.6,15.31,2026-08-25,22,Low,0.8182,Signal & Telecom,1,SMMS
COA-SEC-06-20260915-2200-0139,SEC-06,Moradabad,2026-09-15,2026-09-15 22:00:00,2026-09-16 00:12:00,2026-09-15 22:00:00,2026-09-15 23:48:00,2026-09-15 22:36:00,2026-09-15 23:48:00,SIG-SEC-06-0013,Signal & Telecom,1.2,55.93,2026-08-17,30,Low,0.8182,Signal & Telecom,1,SMMS
COA-SEC-07-20260915-0000-0140,SEC-07,Firozpur,2026-09-15,2026-09-15 00:00:00,2026-09-15 01:48:00,2026-09-15 00:00:00,2026-09-15 01:48:00,2026-09-15 00:00:00,2026-09-15 01:48:00,SIG-SEC-07-0099,Signal & Telecom,1.8,18.64,2026-08-27,19,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-04-20260916-0100-0144,SEC-04,Delhi,2026-09-16,2026-09-16 01:00:00,2026-09-16 04:12:00,2026-09-16 01:00:00,2026-09-16 02:36:00,2026-09-16 01:00:00,2026-09-16 02:36:00,TRK-SEC-04-0173,Engineering,1.6,12.38,2026-09-04,12,Low,0.5,Engineering,1,TMS
COA-SEC-04-20260916-0200-0145,SEC-04,Delhi,2026-09-16,2026-09-16 02:00:00,2026-09-16 07:54:00,2026-09-16 02:36:00,2026-09-16 07:24:00,2026-09-16 02:36:00,2026-09-16 07:24:00,TRK-SEC-04-0028,Engineering,4.8,56.79,2026-08-16,31,Low,0.8136,Engineering,1,TMS
COA-SEC-06-20260916-2200-0147,SEC-06,Moradabad,2026-09-16,2026-09-16 22:00:00,2026-09-17 00:48:00,2026-09-16 22:00:00,2026-09-17 00:48:00,2026-09-16 22:00:00,2026-09-17 00:48:00,OHE-SEC-06-0089,Traction Distribution,2.8,86.27,2026-08-04,44,Low,1.0,Traction Distribution,1,TDMS
COA-SEC-07-20260916-2300-0148,SEC-07,Firozpur,2026-09-16,2026-09-16 23:00:00,2026-09-17 01:48:00,2026-09-16 23:00:00,2026-09-17 01:42:00,2026-09-16 23:00:00,2026-09-17 01:42:00,TRK-SEC-07-0128,Engineering,2.7,32.49,2026-08-24,24,Low,0.9643,Engineering,1,TMS
COA-SEC-02-20260917-2200-0152,SEC-02,Ambala,2026-09-17,2026-09-17 22:00:00,2026-09-17 23:48:00,2026-09-17 22:00:00,2026-09-17 23:48:00,2026-09-17 22:00:00,2026-09-17 23:48:00,OHE-SEC-02-0109,Traction Distribution,1.8,17.56,2026-09-07,10,Medium,1.0,Traction Distribution,1,TDMS
COA-SEC-04-20260917-0000-0154,SEC-04,Delhi,2026-09-17,2026-09-17 00:00:00,2026-09-17 05:24:00,2026-09-17 00:00:00,2026-09-17 05:12:00,2026-09-17 00:00:00,2026-09-17 03:36:00,TRK-SEC-04-0083,Engineering,3.6,53.59,2026-08-14,34,Low,0.963,Engineering|Traction Distribution,2,TMS
COA-SEC-04-20260917-0000-0154,SEC-04,Delhi,2026-09-17,2026-09-17 00:00:00,2026-09-17 05:24:00,2026-09-17 00:00:00,2026-09-17 05:12:00,2026-09-17 03:36:00,2026-09-17 05:12:00,OHE-SEC-04-0043,Traction Distribution,1.6,60.63,2026-08-27,21,Low,0.963,Engineering|Traction Distribution,2,TDMS
COA-SEC-07-20260917-0100-0157,SEC-07,Firozpur,2026-09-17,2026-09-17 01:00:00,2026-09-17 03:36:00,2026-09-17 01:42:00,2026-09-17 03:06:00,2026-09-17 01:42:00,2026-09-17 03:06:00,OHE-SEC-07-0093,Traction Distribution,1.4,30.45,2026-08-25,23,Medium,0.5385,Traction Distribution,1,TDMS
COA-SEC-08-20260917-2100-0158,SEC-08,Firozpur,2026-09-17,2026-09-17 21:00:00,2026-09-18 00:18:00,2026-09-17 21:00:00,2026-09-17 23:30:00,2026-09-17 21:00:00,2026-09-17 21:42:00,SIG-SEC-08-0019,Signal & Telecom,0.7,37.5,2026-09-06,12,Low,0.7576,Signal & Telecom,1,SMMS
COA-SEC-08-20260917-2100-0158,SEC-08,Firozpur,2026-09-17,2026-09-17 21:00:00,2026-09-18 00:18:00,2026-09-17 21:00:00,2026-09-17 23:30:00,2026-09-17 21:42:00,2026-09-17 23:30:00,SIG-SEC-08-0114,Signal & Telecom,1.8,63.37,2026-08-24,25,Low,0.7576,Signal & Telecom,1,SMMS
COA-SEC-02-20260918-2200-0161,SEC-02,Ambala,2026-09-18,2026-09-18 22:00:00,2026-09-19 00:00:00,2026-09-18 22:00:00,2026-09-19 00:00:00,2026-09-18 22:00:00,2026-09-19 00:00:00,TRK-SEC-02-0162,Engineering,2.0,20.84,2026-09-10,9,High,1.0,Engineering,1,TMS
COA-SEC-04-20260918-0200-0164,SEC-04,Delhi,2026-09-18,2026-09-18 02:00:00,2026-09-18 06:24:00,2026-09-18 02:00:00,2026-09-18 06:00:00,2026-09-18 02:00:00,2026-09-18 05:30:00,SIG-SEC-04-0077,Signal & Telecom,3.5,51.34,2026-09-02,16,Low,0.9091,Signal & Telecom,1,SMMS
COA-SEC-04-20260918-0200-0164,SEC-04,Delhi,2026-09-18,2026-09-18 02:00:00,2026-09-18 06:24:00,2026-09-18 02:00:00,2026-09-18 06:00:00,2026-09-18 05:30:00,2026-09-18 06:00:00,SIG-SEC-04-0175,Signal & Telecom,0.5,17.55,2026-08-29,20,Low,0.9091,Signal & Telecom,1,SMMS
COA-SEC-04-20260918-2100-0163,SEC-04,Delhi,2026-09-18,2026-09-18 21:00:00,2026-09-19 01:06:00,2026-09-18 21:00:00,2026-09-19 00:42:00,2026-09-18 21:00:00,2026-09-19 00:42:00,SIG-SEC-04-0063,Signal & Telecom,3.7,36.08,2026-08-19,31,Low,0.9024,Signal & Telecom,1,SMMS
COA-SEC-07-20260918-0100-0168,SEC-07,Firozpur,2026-09-18,2026-09-18 01:00:00,2026-09-18 04:00:00,2026-09-18 01:00:00,2026-09-18 03:24:00,2026-09-18 01:00:00,2026-09-18 02:00:00,OHE-SEC-07-0140,Traction Distribution,1.0,34.7,2026-09-03,15,Low,0.8,Signal & Telecom|Traction Distribution,2,TDMS
COA-SEC-07-20260918-0100-0168,SEC-07,Firozpur,2026-09-18,2026-09-18 01:00:00,2026-09-18 04:00:00,2026-09-18 01:00:00,2026-09-18 03:24:00,2026-09-18 02:00:00,2026-09-18 03:24:00,SIG-SEC-07-0080,Signal & Telecom,1.4,17.98,2026-08-21,28,Low,0.8,Signal & Telecom|Traction Distribution,2,SMMS
COA-SEC-01-20260919-2300-0169,SEC-01,Ambala,2026-09-19,2026-09-19 23:00:00,2026-09-20 01:42:00,2026-09-19 23:00:00,2026-09-20 01:06:00,2026-09-19 23:00:00,2026-09-20 01:06:00,SIG-SEC-01-0143,Signal & Telecom,2.1,73.19,2026-08-24,27,Low,0.7778,Signal & Telecom,1,SMMS
COA-SEC-02-20260919-0100-0170,SEC-02,Ambala,2026-09-19,2026-09-19 01:00:00,2026-09-19 04:06:00,2026-09-19 01:00:00,2026-09-19 04:00:00,2026-09-19 01:00:00,2026-09-19 04:00:00,SIG-SEC-02-0123,Signal & Telecom,3.0,78.45,2026-08-14,36,Low,0.9677,Signal & Telecom,1,SMMS
COA-SEC-04-20260919-2100-0173,SEC-04,Delhi,2026-09-19,2026-09-19 21:00:00,2026-09-20 01:24:00,2026-09-19 21:00:00,2026-09-20 00:18:00,2026-09-19 21:00:00,2026-09-20 00:18:00,OHE-SEC-04-0145,Traction Distribution,3.3,32.67,2026-08-22,29,Low,0.75,Traction Distribution,1,TDMS
COA-SEC-04-20260919-2200-0172,SEC-04,Delhi,2026-09-19,2026-09-19 22:00:00,2026-09-20 03:54:00,2026-09-20 00:18:00,2026-09-20 03:48:00,2026-09-20 00:18:00,2026-09-20 03:48:00,SIG-SEC-04-0078,Signal & Telecom,3.5,35.59,2026-08-15,36,Low,0.5932,Signal & Telecom,1,SMMS
COA-SEC-07-20260919-0000-0176,SEC-07,Firozpur,2026-09-19,2026-09-19 00:00:00,2026-09-19 01:36:00,2026-09-19 00:00:00,2026-09-19 01:24:00,2026-09-19 00:00:00,2026-09-19 01:24:00,SIG-SEC-07-0002,Signal & Telecom,1.4,16.86,2026-08-27,23,Low,0.875,Signal & Telecom,1,SMMS
COA-SEC-04-20260920-2100-0180,SEC-04,Delhi,2026-09-20,2026-09-20 21:00:00,2026-09-21 01:24:00,2026-09-20 21:00:00,2026-09-21 00:48:00,2026-09-20 21:00:00,2026-09-21 00:48:00,OHE-SEC-04-0116,Traction Distribution,3.8,78.97,2026-08-18,34,Low,0.8636,Traction Distribution,1,TDMS
COA-SEC-07-20260920-2300-0184,SEC-07,Firozpur,2026-09-20,2026-09-20 23:00:00,2026-09-21 00:30:00,2026-09-20 23:00:00,2026-09-21 00:06:00,2026-09-20 23:00:00,2026-09-21 00:06:00,OHE-SEC-07-0046,Traction Distribution,1.1,53.81,2026-08-26,26,Low,0.7333,Traction Distribution,1,TDMS
COA-SEC-02-20260921-0100-0186,SEC-02,Ambala,2026-09-21,2026-09-21 01:00:00,2026-09-21 03:12:00,2026-09-21 01:00:00,2026-09-21 03:00:00,2026-09-21 01:00:00,2026-09-21 03:00:00,SIG-SEC-02-0010,Signal & Telecom,2.0,20.88,2026-09-10,11,Low,0.9091,Signal & Telecom,1,SMMS
COA-SEC-04-20260921-0000-0188,SEC-04,Delhi,2026-09-21,2026-09-21 00:00:00,2026-09-21 03:54:00,2026-09-21 00:48:00,2026-09-21 02:42:00,2026-09-21 00:48:00,2026-09-21 02:42:00,OHE-SEC-04-0009,Traction Distribution,1.9,27.97,2026-08-31,21,Low,0.4872,Traction Distribution,1,TDMS
COA-SEC-04-20260921-2200-0189,SEC-04,Delhi,2026-09-21,2026-09-21 22:00:00,2026-09-22 03:36:00,2026-09-21 22:00:00,2026-09-22 03:36:00,2026-09-21 22:00:00,2026-09-22 03:36:00,SIG-SEC-04-0081,Signal & Telecom,5.6,82.68,2026-08-15,38,Medium,1.0,Signal & Telecom,1,SMMS
COA-SEC-05-20260921-0100-0190,SEC-05,Moradabad,2026-09-21,2026-09-21 01:00:00,2026-09-21 02:54:00,2026-09-21 01:00:00,2026-09-21 02:54:00,2026-09-21 01:00:00,2026-09-21 02:54:00,SIG-SEC-05-0108,Signal & Telecom,1.9,45.95,2026-09-01,20,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-07-20260921-0000-0192,SEC-07,Firozpur,2026-09-21,2026-09-21 00:00:00,2026-09-21 02:54:00,2026-09-21 00:06:00,2026-09-21 02:54:00,2026-09-21 00:06:00,2026-09-21 02:54:00,OHE-SEC-07-0001,Traction Distribution,2.8,54.45,2026-08-31,21,Low,0.9655,Traction Distribution,1,TDMS
COA-SEC-02-20260922-2200-0195,SEC-02,Ambala,2026-09-22,2026-09-22 22:00:00,2026-09-23 00:30:00,2026-09-22 22:00:00,2026-09-23 00:24:00,2026-09-22 22:00:00,2026-09-23 00:24:00,OHE-SEC-02-0100,Traction Distribution,2.4,33.45,2026-08-19,35,Medium,0.96,Traction Distribution,1,TDMS
COA-SEC-04-20260922-2200-0196,SEC-04,Delhi,2026-09-22,2026-09-22 22:00:00,2026-09-23 02:24:00,2026-09-22 22:00:00,2026-09-23 02:24:00,2026-09-22 22:00:00,2026-09-23 01:30:00,TRK-SEC-04-0020,Engineering,3.5,50.89,2026-08-17,37,Low,1.0,Engineering|Traction Distribution,2,TMS
COA-SEC-04-20260922-2200-0196,SEC-04,Delhi,2026-09-22,2026-09-22 22:00:00,2026-09-23 02:24:00,2026-09-22 22:00:00,2026-09-23 02:24:00,2026-09-23 01:30:00,2026-09-23 02:24:00,OHE-SEC-04-0112,Traction Distribution,0.9,27.54,2026-09-08,15,Low,1.0,Engineering|Traction Distribution,2,TDMS
COA-SEC-07-20260922-0100-0200,SEC-07,Firozpur,2026-09-22,2026-09-22 01:00:00,2026-09-22 04:06:00,2026-09-22 01:00:00,2026-09-22 03:30:00,2026-09-22 01:00:00,2026-09-22 03:30:00,TRK-SEC-07-0158,Engineering,2.5,42.64,2026-08-12,41,Low,0.8065,Engineering,1,TMS
COA-SEC-02-20260923-2200-0203,SEC-02,Ambala,2026-09-23,2026-09-23 22:00:00,2026-09-24 00:48:00,2026-09-23 22:00:00,2026-09-24 00:24:00,2026-09-23 22:00:00,2026-09-23 23:36:00,TRK-SEC-02-0014,Engineering,1.6,21.24,2026-08-24,31,Low,0.8571,Engineering|Signal & Telecom,2,TMS
COA-SEC-02-20260923-2200-0203,SEC-02,Ambala,2026-09-23,2026-09-23 22:00:00,2026-09-24 00:48:00,2026-09-23 22:00:00,2026-09-24 00:24:00,2026-09-23 23:36:00,2026-09-24 00:24:00,SIG-SEC-02-0160,Signal & Telecom,0.8,12.48,2026-09-13,11,Low,0.8571,Engineering|Signal & Telecom,2,SMMS
COA-SEC-03-20260923-2200-0204,SEC-03,Delhi,2026-09-23,2026-09-23 22:00:00,2026-09-24 00:06:00,2026-09-23 22:00:00,2026-09-24 00:06:00,2026-09-23 22:00:00,2026-09-23 23:06:00,SIG-SEC-03-0004,Signal & Telecom,1.1,48.03,2026-09-02,22,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-03-20260923-2200-0204,SEC-03,Delhi,2026-09-23,2026-09-23 22:00:00,2026-09-24 00:06:00,2026-09-23 22:00:00,2026-09-24 00:06:00,2026-09-23 23:06:00,2026-09-24 00:06:00,SIG-SEC-03-0180,Signal & Telecom,1.0,35.9,2026-09-01,23,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-04-20260923-2100-0205,SEC-04,Delhi,2026-09-23,2026-09-23 21:00:00,2026-09-23 23:48:00,2026-09-23 21:00:00,2026-09-23 23:36:00,2026-09-23 21:00:00,2026-09-23 23:36:00,OHE-SEC-04-0027,Traction Distribution,2.6,49.28,2026-08-29,25,Low,0.9286,Traction Distribution,1,TDMS
COA-SEC-02-20260924-2200-0211,SEC-02,Ambala,2026-09-24,2026-09-24 22:00:00,2026-09-24 23:36:00,2026-09-24 22:00:00,2026-09-24 23:00:00,2026-09-24 22:00:00,2026-09-24 23:00:00,TRK-SEC-02-0113,Engineering,1.0,20.63,2026-08-27,28,Low,0.625,Engineering,1,TMS
COA-SEC-05-20260924-0000-0213,SEC-05,Moradabad,2026-09-24,2026-09-24 00:00:00,2026-09-24 01:30:00,2026-09-24 00:00:00,2026-09-24 01:30:00,2026-09-24 00:00:00,2026-09-24 00:36:00,SIG-SEC-05-0107,Signal & Telecom,0.6,27.5,2026-09-03,21,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-05-20260924-0000-0213,SEC-05,Moradabad,2026-09-24,2026-09-24 00:00:00,2026-09-24 01:30:00,2026-09-24 00:00:00,2026-09-24 01:30:00,2026-09-24 00:36:00,2026-09-24 01:30:00,SIG-SEC-05-0084,Signal & Telecom,0.9,32.87,2026-08-30,25,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-06-20260924-0100-0214,SEC-06,Moradabad,2026-09-24,2026-09-24 01:00:00,2026-09-24 06:24:00,2026-09-24 01:00:00,2026-09-24 06:24:00,2026-09-24 01:00:00,2026-09-24 02:00:00,OHE-SEC-06-0102,Traction Distribution,1.0,27.67,2026-08-30,25,Low,1.0,Engineering|Traction Distribution,2,TDMS
COA-SEC-06-20260924-0100-0214,SEC-06,Moradabad,2026-09-24,2026-09-24 01:00:00,2026-09-24 06:24:00,2026-09-24 01:00:00,2026-09-24 06:24:00,2026-09-24 02:00:00,2026-09-24 04:42:00,TRK-SEC-06-0067,Engineering,2.7,22.25,2026-08-22,33,Low,1.0,Engineering|Traction Distribution,2,TMS
COA-SEC-06-20260924-0100-0214,SEC-06,Moradabad,2026-09-24,2026-09-24 01:00:00,2026-09-24 06:24:00,2026-09-24 01:00:00,2026-09-24 06:24:00,2026-09-24 04:42:00,2026-09-24 05:48:00,TRK-SEC-06-0174,Engineering,1.1,21.14,2026-08-24,31,Low,1.0,Engineering|Traction Distribution,2,TMS
COA-SEC-06-20260924-0100-0214,SEC-06,Moradabad,2026-09-24,2026-09-24 01:00:00,2026-09-24 06:24:00,2026-09-24 01:00:00,2026-09-24 06:24:00,2026-09-24 05:48:00,2026-09-24 06:24:00,OHE-SEC-06-0099,Traction Distribution,0.6,26.76,2026-08-20,35,Low,1.0,Engineering|Traction Distribution,2,TDMS
COA-SEC-07-20260924-0100-0216,SEC-07,Firozpur,2026-09-24,2026-09-24 01:00:00,2026-09-24 02:42:00,2026-09-24 01:00:00,2026-09-24 02:42:00,2026-09-24 01:00:00,2026-09-24 02:06:00,TRK-SEC-07-0141,Engineering,1.1,27.51,2026-09-13,11,High,1.0,Engineering|Signal & Telecom,2,TMS
COA-SEC-07-20260924-0100-0216,SEC-07,Firozpur,2026-09-24,2026-09-24 01:00:00,2026-09-24 02:42:00,2026-09-24 01:00:00,2026-09-24 02:42:00,2026-09-24 02:06:00,2026-09-24 02:42:00,SIG-SEC-07-0062,Signal & Telecom,0.6,13.08,2026-08-28,27,High,1.0,Engineering|Signal & Telecom,2,SMMS
COA-SEC-08-20260924-2300-0217,SEC-08,Firozpur,2026-09-24,2026-09-24 23:00:00,2026-09-25 02:54:00,2026-09-24 23:00:00,2026-09-25 02:42:00,2026-09-24 23:00:00,2026-09-25 01:00:00,TRK-SEC-08-0199,Engineering,2.0,19.39,2026-09-11,14,Low,0.9487,Engineering,1,TMS
COA-SEC-08-20260924-2300-0217,SEC-08,Firozpur,2026-09-24,2026-09-24 23:00:00,2026-09-25 02:54:00,2026-09-24 23:00:00,2026-09-25 02:42:00,2026-09-25 01:00:00,2026-09-25 02:42:00,TRK-SEC-08-0211,Engineering,1.7,12.38,2026-09-02,23,Low,0.9487,Engineering,1,TMS
COA-SEC-07-20260925-2200-0224,SEC-07,Firozpur,2026-09-25,2026-09-25 22:00:00,2026-09-26 00:06:00,2026-09-25 22:00:00,2026-09-26 00:06:00,2026-09-25 22:00:00,2026-09-26 00:06:00,TRK-SEC-07-0127,Engineering,2.1,28.93,2026-08-30,27,Low,1.0,Engineering,1,TMS
COA-SEC-03-20260926-2300-0228,SEC-03,Delhi,2026-09-26,2026-09-26 23:00:00,2026-09-27 00:48:00,2026-09-26 23:00:00,2026-09-27 00:24:00,2026-09-26 23:00:00,2026-09-27 00:24:00,OHE-SEC-03-0096,Traction Distribution,1.4,21.43,2026-08-27,31,Low,0.7778,Traction Distribution,1,TDMS
COA-SEC-04-20260926-0000-0229,SEC-04,Delhi,2026-09-26,2026-09-26 00:00:00,2026-09-26 05:54:00,2026-09-26 00:00:00,2026-09-26 04:48:00,2026-09-26 00:00:00,2026-09-26 04:48:00,TRK-SEC-04-0190,Engineering,4.8,25.98,2026-08-25,32,Low,0.8136,Engineering,1,TMS
COA-SEC-07-20260926-2200-0232,SEC-07,Firozpur,2026-09-26,2026-09-26 22:00:00,2026-09-27 00:12:00,2026-09-26 22:01:00,2026-09-26 23:25:00,2026-09-26 22:01:00,2026-09-26 22:43:00,SIG-SEC-07-0145,Signal & Telecom,0.7,13.11,2026-08-28,30,Low,0.6364,Signal & Telecom,1,SMMS
COA-SEC-07-20260926-2200-0232,SEC-07,Firozpur,2026-09-26,2026-09-26 22:00:00,2026-09-27 00:12:00,2026-09-26 22:01:00,2026-09-26 23:25:00,2026-09-26 22:43:00,2026-09-26 23:25:00,SIG-SEC-07-0146,Signal & Telecom,0.7,12.41,2026-09-03,24,Low,0.6364,Signal & Telecom,1,SMMS
COA-SEC-08-20260926-0000-0233,SEC-08,Firozpur,2026-09-26,2026-09-26 00:00:00,2026-09-26 02:06:00,2026-09-26 00:00:00,2026-09-26 01:42:00,2026-09-26 00:00:00,2026-09-26 01:42:00,OHE-SEC-08-0129,Traction Distribution,1.7,17.55,2026-09-05,21,Low,0.8095,Traction Distribution,1,TDMS
